,title,pages-count,date-published,bestsellers-rank,rating,rating-count,author,back-type,price-ILS,width,height,thickness,weight,Contemporary Fiction,Children's Fiction,Children's General Story Books,Adventure Books for Kids,Fantasy Books,Fantasy,Classic Books & Novels,Fantasy Books for Kids,Animal Stories,Sci Fi Books for Kids,Personal Development,Funny Books for Kids,Popular Psychology,Family,"Mind, Body, Spirit: Thought & Practice",Science Fiction,Activity Books,Picture Books,"Assertiveness, Motivation & Self-esteem",Classic Books for Children,Crime,Crime Fiction,Historical Fiction,Graphic Novels: Manga,Romance Books,Romance,Storybooks,Advice On Careers & Achieving Success,Memoirs,Thriller Books,Thrillers,Early Learning,Romance Books for Teenagers,Adventure Books,Biography: General,Funny Books & Stories,Psychology,Family & Relationships,Adult & Contemporary Romance,"Mind, Body & Spirit",Characters,Advice On Parenting,Health Books,Business & Management,"Graphic Novels, Anime & Manga",General Cookery,Baby Books,Popular Medicine & Health,Management: Leadership & Motivation,Family Issues,Traditional,"Mind, Body, Spirit: Meditation & Visualisation"
1255,The Power,272.0,2010-08-18,13754,4.03,29277.0,Rhonda Byrne,Hardback,72.96,139.0,178.0,21.0,528.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1256,To the Lighthouse,176.0,1999-12-05,9831,3.78,150699.0,Virginia Woolf,Paperback,28.18,129.0,198.0,9.0,115.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1257,Grey : Fifty Shades of Grey as told by Christian (UK edition),576.0,2015-06-19,54730,3.8,161078.0,E. L. James,Paperback,55.47,129.0,198.0,34.0,394.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1258,Watchmen: International Edition,448.0,2016-05-24,2177,4.37,513914.0,Alan Moore,Paperback,94.4,170.0,257.0,23.0,720.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1259,Once Upon a Time in Hollywood : The First Novel By Quentin Tarantino,416.0,2021-06-29,1792,3.93,8439.0,Quentin Tarantino,Paperback,43.93,110.0,174.0,24.0,220.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1260,For Whom the Bell Tolls,496.0,1994-08-18,7949,3.97,264807.0,Ernest Hemingway,Paperback,47.88,110.0,178.0,30.0,251.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1263,"Chainsaw Man, Vol. 7",200.0,2021-12-09,12,4.35,3184.0,Tatsuki Fujimoto,Paperback,42.52,127.0,191.0,18.0,193.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1264,Macbeth (No Fear Shakespeare),240.0,2011-02-23,4136,3.9,749712.0,SparkNotes,Paperback,41.2,133.0,190.0,16.0,245.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,Stillness Speaks,144.0,2003-09-01,7572,4.18,17530.0,Eckhart Tolle,Paperback,46.69,130.0,197.0,10.0,110.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1266,Hyperion,481.0,2011-09-23,1439,4.23,212501.0,Dan Simmons,Paperback,47.09,107.0,175.0,28.0,244.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1268,Moab Is My Washpot,448.0,2004-08-05,78054,3.87,26163.0,Stephen Fry,Paperback,55.39,129.0,198.0,28.0,321.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1269,The Girl Who Drank the Moon,416.0,2017-08-24,1141,4.1,72227.0,Kelly Barnhill,Paperback,40.06,129.0,198.0,23.0,303.0,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1270,Dance of Thieves,528.0,2019-08-06,802,4.25,37146.0,Mary Pearson,Paperback,65.02,134.0,208.0,38.0,453.0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1271,What I Talk About When I Talk About Running,192.0,2009-04-02,2605,3.86,129746.0,Haruki Murakami,Paperback,67.36,110.0,178.0,110.0,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1272,The Well of Ascension : Mistborn Book Two,800.0,2009-12-11,2589,4.35,338800.0,Brandon Sanderson,Paperback,55.0,132.0,196.0,49.0,588.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1273,Codependent No More,276.0,2006-08-01,48712,4.12,33116.0,Melody Beattie,Paperback,64.58,136.0,211.0,17.0,381.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1274,An Abundance of Katherines,272.0,2015-02-23,16135,3.55,491750.0,John Green,Paperback,46.76,129.0,198.0,17.0,191.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1276,Lord of the Flies : with an introduction by Stephen King,256.0,2011-08-04,3175,3.69,2497683.0,William Golding,Paperback,48.68,126.0,198.0,15.0,210.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1277,Coaching Habit,244.0,2016-03-17,4366,3.99,15685.0,Bungay Michael Stainer,Paperback,64.89,132.0,188.0,18.0,272.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1278,The Republic,320.0,2000-04-18,7148,3.95,185590.0,Plato,Paperback,34.43,16.0,206.0,17.0,217.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1279,The Mortal Instruments 3: City of Glass,512.0,2009-07-01,56311,4.29,877595.0,Cassandra Clare,Paperback,48.3,129.0,198.0,30.0,351.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1282,The Collector,304.0,2007-11-30,2602,3.99,65666.0,John Fowles,Paperback,53.95,129.0,198.0,19.0,244.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1283,Before We Were Yours : a heartbreaking read based on a real-life story,480.0,2018-07-12,1427,4.37,466415.0,Lisa Wingate,Paperback,53.68,130.0,196.0,28.0,336.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1284,"Jujutsu Kaisen, Vol. 12",192.0,2021-12-09,68,4.55,3162.0,Gege Akutami,Paperback,42.05,127.0,191.0,15.0,168.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1285,"One-Punch Man, Vol. 1",200.0,2015-09-24,2360,4.5,50573.0,One,Paperback,68.35,150.0,190.0,19.0,176.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1286,"Blue Lily, Lily Blue",400.0,2015-03-03,2815,4.23,145941.0,Maggie Stiefvater,Paperback,42.51,137.0,201.0,26.0,270.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1287,Die Trying : (Jack Reacher 2),576.0,2011-01-05,57689,4.04,120771.0,Lee Child,Paperback,53.82,110.0,178.0,34.0,302.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1288,"Secrets of the Baby Whisperer : How to Calm, Connect, and Communicate with Your Baby",352.0,2005-07-26,58771,3.79,8847.0,Tracy Hogg,Paperback,43.66,105.0,174.0,23.0,170.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1289,The Ballad of Songbirds and Snakes : (A Hunger Games Novel),528.0,2020-06-09,9905,3.82,264907.0,Suzanne Collins,Hardback,81.82,160.0,240.0,45.0,860.0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
